Image Path,Asymmetry Score,Area,Perimeter,Circularity,Number of Colors,Sick
DermMel\train_sep\NotMelanoma\ISIC_0032747.jpg,4352340,26336,948,0.36825021,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9387.jpeg,2948055,18601,2456,0.038751582,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033400.jpg,8794440,111544,7305,0.026267312,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025271.jpg,2024700,21642,1498,0.121194701,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029838.jpg,4693020,40976,2452,0.085644306,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029710.jpg,2010675,25191,898,0.392556885,2,0
DermMel\train_sep\Melanoma\AUG_0_6068.jpeg,1349205,7529,485,0.402220021,2,1
DermMel\train_sep\Melanoma\AUG_0_9991.jpeg,796875,4779,314,0.609098596,4,1
DermMel\train_sep\Melanoma\ISIC_0031401.jpg,11151150,88910,10834,0.009518813,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026168.jpg,9205755,95579,2983,0.134978886,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1838.jpeg,1452225,12471,1341,0.08714723,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030346.jpg,13752150,118550,12075,0.010217323,3,0
DermMel\train_sep\Melanoma\AUG_0_6109.jpeg,889950,5290,751,0.117865218,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030020.jpg,5943540,42748,3033,0.058395697,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032689.jpg,3026085,47021,1626,0.223491311,3,0
DermMel\train_sep\Melanoma\AUGmented_0_872.jpeg,1332630,19748,959,0.269833439,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032456.jpg,6552990,50796,4870,0.026914199,3,0
DermMel\train_sep\Melanoma\AUG_0_9355.jpeg,1975995,12403,1438,0.075373527,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025050.jpg,6556560,148742,4880,0.078488104,2,0
DermMel\train_sep\Melanoma\AUG_0_5809.jpeg,2744565,14873,2028,0.04544358,3,1
DermMel\train_sep\Melanoma\AUG_0_9785.jpeg,1769445,10049,1130,0.098895339,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5774.jpeg,883575,5747,855,0.09879133,3,1
DermMel\train_sep\Melanoma\AUG_0_6645.jpeg,1000875,15517,1159,0.145161268,5,1
DermMel\train_sep\NotMelanoma\ISIC_0026220.jpg,4514775,36465,1304,0.269482706,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029394.jpg,10226520,95828,4854,0.051109631,3,0
DermMel\train_sep\Melanoma\AUGmented_0_8430.jpeg,1769955,10239,838,0.183222738,5,1
DermMel\train_sep\NotMelanoma\ISIC_0032274.jpg,4505340,50082,3736,0.045089746,4,0
DermMel\train_sep\Melanoma\AUG_0_4981.jpeg,2181270,15916,1986,0.05070903,3,1
DermMel\train_sep\Melanoma\AUG_0_5847.jpeg,2711670,32362,1271,0.251741095,4,1
DermMel\train_sep\Melanoma\AUG_0_6118.jpeg,334815,5757,371,0.525603531,2,1
DermMel\train_sep\Melanoma\AUGmented_0_9947.jpeg,2091765,23349,1763,0.094400333,3,1
DermMel\train_sep\Melanoma\AUG_0_4236.jpeg,1980330,14166,1512,0.077867014,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033671.jpg,5573790,103862,4627,0.060963171,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031672.jpg,10874220,102716,11354,0.010012676,3,0
DermMel\train_sep\Melanoma\AUG_0_9789.jpeg,1521840,14038,1743,0.058065788,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031513.jpg,994500,18702,1225,0.156612254,3,0
DermMel\train_sep\Melanoma\AUG_0_7598.jpeg,1985940,13808,1190,0.122531209,2,1
DermMel\train_sep\Melanoma\AUG_0_7453.jpeg,2523225,20157,1858,0.073374362,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033602.jpg,5701035,38619,1012,0.473859796,4,0
DermMel\train_sep\NotMelanoma\ISIC_0026259.jpg,5390190,34836,1440,0.211112117,2,0
DermMel\train_sep\Melanoma\AUGmented_0_1050.jpeg,1319625,11791,1233,0.097461783,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033879.jpg,4145025,101547,5801,0.037920253,3,0
DermMel\train_sep\Melanoma\AUG_0_5132.jpeg,864960,8088,999,0.101840384,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033221.jpg,8934690,46346,2957,0.066606938,4,0
DermMel\train_sep\NotMelanoma\ISIC_0026267.jpg,11098365,118669,9740,0.015719156,2,0
DermMel\train_sep\Melanoma\AUG_0_6191.jpeg,1240830,12462,871,0.206424528,3,1
DermMel\train_sep\Melanoma\AUG_0_9837.jpeg,1727625,7877,1139,0.076299776,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029661.jpg,5882340,69862,5326,0.030949138,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032498.jpg,10785480,93320,10834,0.009990953,5,0
DermMel\train_sep\NotMelanoma\ISIC_0026121.jpg,622200,10690,540,0.460680733,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025080.jpg,10595505,78141,10711,0.008559114,2,0
DermMel\train_sep\Melanoma\ISIC_0033942.jpg,9677250,74564,6944,0.019432096,5,1
DermMel\train_sep\NotMelanoma\ISIC_0031983.jpg,15082485,97673,11546,0.009207067,2,0
DermMel\train_sep\Melanoma\AUGmented_0_6006.jpeg,1328295,5355,1001,0.06715853,2,1
DermMel\train_sep\Melanoma\AUG_0_4055.jpeg,1853850,10978,1627,0.052114429,5,1
DermMel\train_sep\Melanoma\ISIC_0024315.jpg,3482025,25365,1481,0.145323087,3,1
DermMel\train_sep\Melanoma\AUGmented_0_1168.jpeg,2083605,11551,1372,0.077111868,4,1
DermMel\train_sep\Melanoma\ISIC_0031778.jpg,5857350,39788,4531,0.024354199,3,1
DermMel\train_sep\Melanoma\AUG_0_6643.jpeg,936360,10238,963,0.138730648,3,1
DermMel\train_sep\Melanoma\AUG_0_6338.jpeg,2212125,12647,829,0.231253504,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025319.jpg,4685115,29305,798,0.578290166,5,0
DermMel\train_sep\Melanoma\AUG_0_6172.jpeg,1086045,7569,459,0.451463868,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033273.jpg,10788795,82445,7588,0.017993661,3,0
DermMel\train_sep\Melanoma\AUGmented_0_2414.jpeg,2994210,17046,2385,0.037657855,3,1
DermMel\train_sep\Melanoma\AUG_0_5697.jpeg,2034645,13227,1264,0.104034425,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025561.jpg,8461665,125543,7615,0.027205866,2,0
DermMel\train_sep\Melanoma\AUGmented_0_1294.jpeg,1771995,13633,1172,0.124722864,4,1
DermMel\train_sep\NotMelanoma\ISIC_0024985.jpg,8913015,36723,1253,0.293931327,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032267.jpg,9025215,63349,3649,0.059786331,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031676.jpg,10864275,63001,4479,0.039463462,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024494.jpg,3628905,78497,2457,0.16340021,8,0
DermMel\train_sep\NotMelanoma\ISIC_0024591.jpg,8949225,47987,950,0.668168894,2,0
DermMel\train_sep\Melanoma\AUG_0_7825.jpeg,1138065,8747,1001,0.109698537,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033793.jpg,1441515,49421,1779,0.196231849,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029492.jpg,8166885,72417,7191,0.017598345,1,0
DermMel\train_sep\NotMelanoma\ISIC_0024399.jpg,4739940,35400,2096,0.101258285,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024721.jpg,4991370,58218,4363,0.03843233,4,0
DermMel\train_sep\Melanoma\AUG_0_7379.jpeg,2397255,12695,1825,0.04789794,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031945.jpg,3371100,44590,2749,0.074147729,4,0
DermMel\train_sep\NotMelanoma\ISIC_0034194.jpg,7977675,77957,6599,0.022496177,3,0
DermMel\train_sep\NotMelanoma\ISIC_0029530.jpg,7565850,63074,6764,0.017324194,5,0
DermMel\train_sep\NotMelanoma\ISIC_0033952.jpg,7761435,86817,6750,0.023944573,3,0
DermMel\train_sep\Melanoma\ISIC_0034172.jpg,3790065,46859,2363,0.105457006,3,1
DermMel\train_sep\Melanoma\ISIC_0034246.jpg,2080035,71571,2043,0.215481612,6,1
DermMel\train_sep\Melanoma\AUG_0_4821.jpeg,690540,2866,207,0.840514789,3,1
DermMel\train_sep\Melanoma\AUG_0_4873.jpeg,2021385,13823,1846,0.050974008,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031546.jpg,14528370,111044,5643,0.04382126,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029829.jpg,10296390,69676,14541,0.004140993,2,0
DermMel\train_sep\Melanoma\AUG_0_5395.jpeg,1931115,9829,1247,0.079430316,4,1
DermMel\train_sep\Melanoma\AUGmented_0_5475.jpeg,1661325,19325,1441,0.116950317,6,1
DermMel\train_sep\Melanoma\AUG_0_7692.jpeg,2353905,14225,1950,0.047010288,3,1
DermMel\train_sep\Melanoma\ISIC_0033559.jpg,7884600,83766,5385,0.036299967,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029993.jpg,4225605,27629,1260,0.218692526,5,0
DermMel\train_sep\Melanoma\AUGmented_0_32.jpeg,2474010,15506,1896,0.054204205,2,1
DermMel\train_sep\Melanoma\AUG_0_7161.jpeg,2815455,20101,2861,0.030859708,3,1
DermMel\train_sep\Melanoma\AUG_0_7676.jpeg,2785365,18633,2285,0.044845641,2,1
DermMel\train_sep\NotMelanoma\ISIC_0026406.jpg,10752840,122778,6715,0.034216721,3,0
DermMel\train_sep\Melanoma\ISIC_0033240.jpg,8664900,107696,7826,0.022096819,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033758.jpg,3196425,42099,3097,0.055156822,3,0
DermMel\train_sep\Melanoma\ISIC_0025524.jpg,13385970,157616,7450,0.035685979,6,1
DermMel\train_sep\NotMelanoma\ISIC_0024356.jpg,4359480,27548,2876,0.041852574,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029605.jpg,3148995,30209,1401,0.193406,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026331.jpg,4405380,65336,1809,0.25089111,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025024.jpg,4307205,56593,2896,0.084796019,2,0
DermMel\train_sep\Melanoma\AUG_0_6330.jpeg,1130925,7191,610,0.242850769,4,1
DermMel\train_sep\Melanoma\ISIC_0026369.jpg,5938440,71158,2966,0.101646237,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029865.jpg,4404360,50252,3145,0.063844269,4,0
DermMel\train_sep\NotMelanoma\ISIC_0024463.jpg,11772330,76526,8485,0.013357192,4,0
DermMel\train_sep\NotMelanoma\ISIC_0026427.jpg,5537580,26314,2133,0.072680018,4,0
DermMel\train_sep\NotMelanoma\ISIC_0030262.jpg,3595755,29067,1545,0.15302173,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1116.jpeg,2991660,20942,2311,0.04927517,5,1
DermMel\train_sep\Melanoma\AUG_0_9498.jpeg,1642965,13473,1623,0.064274267,3,1
DermMel\train_sep\NotMelanoma\ISIC_0034131.jpg,3891045,34097,1685,0.150912851,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032495.jpg,9387315,93027,3493,0.095812398,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025944.jpg,2979675,51627,2431,0.109778385,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030398.jpg,11513760,99674,3776,0.087847171,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031792.jpg,3054135,38061,3940,0.03081042,3,0
DermMel\train_sep\Melanoma\ISIC_0032976.jpg,3708975,73829,2889,0.111158267,5,1
DermMel\train_sep\Melanoma\AUG_0_6321.jpeg,2306220,17240,2219,0.043997958,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5305.jpeg,470730,2892,220,0.750866608,3,1
DermMel\train_sep\Melanoma\AUG_0_5145.jpeg,2601000,19240,2052,0.057419607,2,1
DermMel\train_sep\Melanoma\ISIC_0034104.jpg,5080365,64865,2547,0.125649972,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025701.jpg,12699255,75701,7120,0.018765126,2,0
DermMel\train_sep\Melanoma\ISIC_0032617.jpg,9664245,86527,6401,0.026537857,3,1
DermMel\train_sep\Melanoma\AUG_0_9467.jpeg,604095,2699,268,0.472218677,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6564.jpeg,709665,7577,428,0.519780058,3,1
DermMel\train_sep\Melanoma\AUG_0_5028.jpeg,537540,2484,293,0.363601959,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029745.jpg,10537365,66365,8335,0.012004325,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025918.jpg,10927770,86754,9317,0.012558772,6,0
DermMel\train_sep\Melanoma\AUGmented_0_9809.jpeg,868785,14471,513,0.690993047,2,1
DermMel\train_sep\Melanoma\AUG_0_5359.jpeg,723945,12579,760,0.273671011,2,1
DermMel\train_sep\Melanoma\AUGmented_0_5037.jpeg,1834215,12429,1689,0.054750331,2,1
DermMel\train_sep\NotMelanoma\ISIC_0033096.jpg,11805225,117379,11676,0.010819622,3,0
DermMel\train_sep\Melanoma\ISIC_0028512.jpg,10424655,74321,8999,0.011532751,5,1
DermMel\train_sep\Melanoma\ISIC_0033129.jpg,9624465,138931,4742,0.077640071,3,1
DermMel\train_sep\Melanoma\ISIC_0033369.jpg,1834470,68126,2051,0.203512661,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030148.jpg,8033010,82486,2373,0.184074925,4,0
DermMel\train_sep\Melanoma\AUG_0_9980.jpeg,1511385,20133,1003,0.251487551,4,1
DermMel\train_sep\Melanoma\AUG_0_9515.jpeg,1303815,22433,1039,0.261135626,3,1
DermMel\train_sep\Melanoma\AUG_0_9950.jpeg,2273325,18281,2824,0.028805832,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025183.jpg,3979020,64202,2496,0.129499848,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033173.jpg,1676115,13805,840,0.245859901,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033494.jpg,12728325,112959,11241,0.011233648,4,0
DermMel\train_sep\Melanoma\AUG_0_6373.jpeg,2592330,18180,1852,0.066607292,3,1
DermMel\train_sep\Melanoma\ISIC_0027076.jpg,5065830,41548,4962,0.0212054,5,1
DermMel\train_sep\Melanoma\AUG_0_6260.jpeg,2940660,27786,2412,0.060017968,3,1
DermMel\train_sep\Melanoma\AUG_0_7494.jpeg,2599725,15313,2488,0.031086326,4,1
DermMel\train_sep\Melanoma\ISIC_0029570.jpg,7419735,80787,5945,0.028724179,5,1
DermMel\train_sep\NotMelanoma\ISIC_0024415.jpg,7028310,130402,4403,0.084527251,2,0
DermMel\train_sep\Melanoma\AUG_0_5099.jpeg,2794545,14581,1709,0.062735454,2,1
DermMel\train_sep\Melanoma\AUG_0_6719.jpeg,999855,5229,894,0.082215456,6,1
DermMel\train_sep\NotMelanoma\ISIC_0024541.jpg,1500675,16809,1425,0.104021237,2,0
DermMel\train_sep\Melanoma\AUG_0_7948.jpeg,530910,6794,370,0.623637122,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6507.jpeg,3057705,17735,1796,0.0690921,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031453.jpg,7991445,33121,2548,0.064108329,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033677.jpg,8189325,80089,6996,0.020562842,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026156.jpg,14966715,117691,12863,0.008938581,3,0
DermMel\train_sep\Melanoma\ISIC_0032862.jpg,2829735,53569,2652,0.095714198,5,1
DermMel\train_sep\Melanoma\AUG_0_7626.jpeg,1941825,14375,1547,0.075480903,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029607.jpg,5131875,20949,1447,0.125729184,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032344.jpg,2399805,25063,1441,0.151675333,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024599.jpg,7508730,67194,4120,0.049744598,4,0
DermMel\train_sep\Melanoma\ISIC_0032603.jpg,5519985,71429,6222,0.023185925,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032066.jpg,3922920,47160,4167,0.034130029,4,0
DermMel\train_sep\Melanoma\AUG_0_9594.jpeg,2440350,19768,2755,0.032728748,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024941.jpg,3116100,25724,1397,0.165636312,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025624.jpg,12109440,98628,3798,0.085921168,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030340.jpg,4281450,29966,2788,0.048445462,6,0
DermMel\train_sep\Melanoma\AUG_0_7516.jpeg,1668210,10222,840,0.182048527,2,1
DermMel\train_sep\Melanoma\AUGmented_0_937.jpeg,322575,6101,511,0.293608814,4,1
DermMel\train_sep\Melanoma\AUG_0_7349.jpeg,2105790,16666,1959,0.054572314,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026393.jpg,1994610,7844,353,0.79103926,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031824.jpg,2076975,33761,2549,0.065295837,6,0
DermMel\train_sep\Melanoma\AUG_0_6091.jpeg,2604315,16463,2100,0.046911601,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024856.jpg,5673495,35607,8549,0.0061223,4,0
DermMel\train_sep\NotMelanoma\ISIC_0024954.jpg,9264405,133829,8143,0.025362451,2,0
DermMel\train_sep\Melanoma\AUG_0_7500.jpeg,2664240,15174,2095,0.043445209,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029878.jpg,7079565,97181,3718,0.088343064,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032252.jpg,7965180,90158,2726,0.152462287,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033582.jpg,6372960,66708,5191,0.031108977,6,0
DermMel\train_sep\NotMelanoma\ISIC_0029736.jpg,7225935,50871,4755,0.028273469,5,0
DermMel\train_sep\Melanoma\AUGmented_0_5796.jpeg,2667810,21562,3656,0.02027153,2,1
DermMel\train_sep\Melanoma\AUG_0_6476.jpeg,3114825,21385,3017,0.029523545,2,1
DermMel\train_sep\Melanoma\AUGmented_0_6827.jpeg,600015,3539,485,0.189063176,4,1
DermMel\train_sep\Melanoma\AUG_0_6029.jpeg,1924995,16019,2026,0.049041798,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025530.jpg,16653285,113101,9616,0.015370479,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030312.jpg,6058545,47323,5614,0.018868497,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031442.jpg,4898550,60350,3590,0.058843465,5,0
DermMel\train_sep\NotMelanoma\ISIC_0032422.jpg,14279490,107336,12900,0.008105426,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029551.jpg,1037595,12593,722,0.303574069,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030337.jpg,14252715,121351,12744,0.009389483,1,0
DermMel\train_sep\Melanoma\ISIC_0025891.jpg,1238280,12780,537,0.556919143,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032499.jpg,4594845,34621,1603,0.169309929,2,0
DermMel\train_sep\Melanoma\AUG_0_5065.jpeg,2231760,12880,2002,0.040382907,3,1
DermMel\train_sep\Melanoma\AUG_0_6204.jpeg,741540,3930,275,0.653035855,3,1
DermMel\train_sep\Melanoma\ISIC_0026690.jpg,9776955,104749,6845,0.028093953,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033601.jpg,3860445,94885,2714,0.161877966,3,0
DermMel\train_sep\Melanoma\AUG_0_4377.jpeg,1940040,15424,1201,0.134375739,3,1
DermMel\train_sep\Melanoma\AUG_0_9978.jpeg,3089070,24730,2813,0.03927304,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026280.jpg,14235375,86223,10849,0.009205631,3,0
DermMel\train_sep\NotMelanoma\ISIC_0026348.jpg,6794475,44255,2981,0.06258183,5,0
DermMel\train_sep\Melanoma\AUG_0_6318.jpeg,2411280,12800,2122,0.03572145,4,1
DermMel\train_sep\Melanoma\AUGmented_0_9560.jpeg,2382465,18221,2077,0.053077331,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031812.jpg,7988130,65234,5609,0.026056315,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033609.jpg,1755675,44253,1867,0.159537927,5,0
DermMel\train_sep\Melanoma\ISIC_0032550.jpg,5530185,57697,4000,0.045315118,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024342.jpg,8161530,53438,8450,0.009404737,2,0
DermMel\train_sep\Melanoma\AUG_0_5695.jpeg,1436925,17451,1374,0.11616003,4,1
DermMel\train_sep\Melanoma\AUGmented_0_9732.jpeg,1715640,12370,1269,0.096528669,2,1
DermMel\train_sep\Melanoma\AUGmented_0_1182.jpeg,2541840,17106,2286,0.041134468,5,1
DermMel\train_sep\NotMelanoma\ISIC_0034067.jpg,3050565,64027,1152,0.606272765,3,0
DermMel\train_sep\Melanoma\AUGmented_0_976.jpeg,725985,9253,731,0.217599389,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031715.jpg,10087545,49857,2809,0.079402199,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025441.jpg,11326590,45372,1413,0.28557058,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026165.jpg,1566465,10361,552,0.427300482,2,0
DermMel\train_sep\Melanoma\AUG_0_6317.jpeg,487050,4020,245,0.841596166,3,1
DermMel\train_sep\Melanoma\ISIC_0033424.jpg,13168965,72859,6608,0.020967807,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025856.jpg,3175005,12451,703,0.316594559,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025385.jpg,6856185,48631,7272,0.011556207,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029641.jpg,696660,13312,728,0.315638822,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032251.jpg,11425530,87674,9023,0.013532523,4,0
DermMel\train_sep\Melanoma\AUGmented_0_6155.jpeg,1850025,9575,541,0.411106285,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031700.jpg,9749925,68019,7214,0.016424336,5,0
DermMel\train_sep\Melanoma\AUG_0_7036.jpeg,2021640,10760,1476,0.06206538,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029416.jpg,1017705,18863,775,0.39465465,2,0
DermMel\train_sep\Melanoma\AUGmented_0_2215.jpeg,2443410,15396,2363,0.03464897,4,1
DermMel\train_sep\NotMelanoma\ISIC_0034013.jpg,1082985,37975,1473,0.219938953,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029527.jpg,12540645,86505,11074,0.008864251,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030073.jpg,12785700,121612,9128,0.018341508,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031759.jpg,1130670,20062,1367,0.134910907,5,0
DermMel\train_sep\NotMelanoma\ISIC_0033316.jpg,2193000,122326,2595,0.228272668,3,0
DermMel\train_sep\Melanoma\AUG_0_7291.jpeg,2613495,20231,1528,0.108888122,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6823.jpeg,1777095,14315,1536,0.076246302,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033543.jpg,4412265,119589,3961,0.095783657,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025164.jpg,5026560,47872,2324,0.111383071,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9873.jpeg,1956615,11851,1694,0.051896498,4,1
DermMel\train_sep\Melanoma\AUG_0_6035.jpeg,2012715,14503,2016,0.044842174,3,1
DermMel\train_sep\NotMelanoma\ISIC_0034039.jpg,1396125,23633,1281,0.180979948,4,0
DermMel\train_sep\Melanoma\ISIC_0033037.jpg,7639035,43463,5109,0.020924629,3,1
DermMel\train_sep\Melanoma\AUGmented_0_1859.jpeg,1924485,18581,2299,0.044177487,4,1
DermMel\train_sep\Melanoma\ISIC_0031310.jpg,4540530,57336,1979,0.183969432,6,1
DermMel\train_sep\Melanoma\AUGmented_0_1071.jpeg,539580,12874,626,0.412833282,5,1
DermMel\train_sep\NotMelanoma\ISIC_0025405.jpg,1260210,17088,903,0.263345316,2,0
DermMel\train_sep\Melanoma\AUG_0_5931.jpeg,2751450,22252,2084,0.06438482,3,1
DermMel\train_sep\NotMelanoma\ISIC_0034042.jpg,2109615,35723,1200,0.311741984,2,0
DermMel\train_sep\Melanoma\AUG_0_7511.jpeg,1554225,19783,897,0.308970581,3,1
DermMel\train_sep\Melanoma\ISIC_0026811.jpg,13676415,98845,10651,0.010949236,3,1
DermMel\train_sep\Melanoma\AUGmented_0_135.jpeg,1595280,17950,597,0.632886242,3,1
DermMel\train_sep\Melanoma\AUG_0_6042.jpeg,2320500,10906,1577,0.05510766,3,1
DermMel\train_sep\Melanoma\ISIC_0034049.jpg,6399225,67833,4796,0.037058901,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030380.jpg,12537330,72456,6178,0.023855494,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031944.jpg,10982595,79961,9632,0.010830665,1,0
DermMel\train_sep\Melanoma\AUG_0_4232.jpeg,2278935,14219,1618,0.068253022,4,1
DermMel\train_sep\NotMelanoma\ISIC_0033225.jpg,8313510,82222,8381,0.014709781,3,0
DermMel\train_sep\Melanoma\AUG_0_9983.jpeg,2235075,14505,1575,0.073479549,2,1
DermMel\train_sep\Melanoma\AUGmented_0_6005.jpeg,1621035,8955,918,0.133533457,5,1
DermMel\train_sep\NotMelanoma\ISIC_0025957.jpg,8727630,53328,5527,0.021937454,2,0
DermMel\train_sep\Melanoma\AUG_0_7763.jpeg,1403010,13076,1188,0.116426514,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031352.jpg,10759725,92827,13531,0.006371246,7,0
DermMel\train_sep\NotMelanoma\ISIC_0032703.jpg,8576415,105071,9686,0.014073555,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025175.jpg,16164960,102944,13415,0.007188356,2,0
DermMel\train_sep\Melanoma\AUG_0_7671.jpeg,2978910,16366,1547,0.085935337,3,1
DermMel\train_sep\Melanoma\AUG_0_9672.jpeg,1979310,13108,1524,0.070921247,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031985.jpg,3191580,36826,965,0.496946672,7,0
DermMel\train_sep\Melanoma\AUG_0_4087.jpeg,613020,13086,665,0.371854884,5,1
DermMel\train_sep\Melanoma\ISIC_0032797.jpg,4948530,59280,4365,0.039097552,4,1
DermMel\train_sep\NotMelanoma\ISIC_0026180.jpg,5726280,23362,2021,0.071876556,2,0
DermMel\train_sep\Melanoma\AUG_0_5228.jpeg,1124805,10253,964,0.138645811,3,1
DermMel\train_sep\Melanoma\AUGmented_0_2187.jpeg,997815,5445,694,0.14206556,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024917.jpg,16645125,147373,7269,0.035049228,2,0
DermMel\train_sep\Melanoma\AUGmented_0_8445.jpeg,963135,10449,1053,0.118420762,3,1
DermMel\train_sep\Melanoma\AUG_0_9559.jpeg,2414595,11513,629,0.365676522,3,1
DermMel\train_sep\Melanoma\AUG_0_4053.jpeg,1589415,13247,1075,0.144049074,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033542.jpg,3480750,35266,1033,0.41530334,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031311.jpg,4651965,47627,3235,0.057189266,8,0
DermMel\train_sep\Melanoma\AUG_0_7333.jpeg,2626245,17887,2430,0.038065788,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025574.jpg,5393505,51801,4775,0.028549681,2,0
